index	SequenceA	SequenceB
7763	M81755.1_6-77	X99772.1_11702-11770
7764	D10745.1_410-483	X61065.1_170-242
7765	L76657.1_1-67	AF158101.6_72530-72458
7766	J01478.1_118-188	AB001488.1_62222-62293
7767	M86496.1_1024-1089	AF347015.1_12139-12207
7768	J04815.1_1953-1885	V00654.1_15791-15726
7769	M18050.1_100-172	M68929.1_166929-166856
7770	AJ235316.1_1023-1090	J01435.1_2804-2867
7771	X13975.1_791-854	AF200831.1_165-97
7772	AJ400848.1_44024-44110	AE008883.1_15626-15696
7773	X52392.1_13000-13070	X87209.1_183-268
7774	M93388.1_1185-1251	X15613.1_124-189
7775	J04815.1_1380-1448	J01390.1_12336-12408
7776	AP000063.1_59179-59095	X02893.1_57-130
7777	X61368.1_228-301	X07379.1_305-375
7778	D00559.1_56-142	M89651.1_39808-39722
7779	X60981.1_3261-3348	X15245.1_512-584
7780	U61165.1_404-477	X70810.2_102679-102606
7781	X13975.1_39-104	D12694.1_2533-2604
7782	M23767.1_162-241	M16843.1_2824-2752
7783	X16643.1_1078-1151	AC009323.4_37955-37874
7784	M26978.1_826-899	K00634.1_531-596
7785	AE004237.1_2976-2903	AB031211.1_7799-7884
7786	K02229.1_1-83	AE006699.1_3409-3482
7787	Z35950.1_5070-5141	AE008829.1_931-842
7788	AC122544.1_63069-62986	X52392.1_16177-16108
7789	AC093098.2_67389-67475	M21373.1_131-204
7790	X12631.1_10184-10115	M32254.1_51-124
7791	X04175.1_1-71	K00367.1_1-82
7792	X54299.1_1793-1866	U67517.1_7412-7496
7793	X56006.1_1-72	X02173.1_617-699
7794	U61165.1_404-477	U67492.1_3149-3223
7795	X55320.1_1-72	AF160864.1_14524-14453
7796	D16387.1_11555-11625	D38114.1_11688-11758
7797	X52739.1_1-72	V00695.1_3453-3525
7798	X07395.1_103-176	X02444.1_95-15
7799	AE008883.1_15399-15472	J01390.1_5955-6026
7800	M68929.1_18311-18382	X55514.2_3882-3954
7801	M18672.1_347-431	M10217.1_13648-13715
7802	AF314016.1_365-435	AP000397.1_114390-114319
7803	D16387.1_11403-11471	X55514.2_4257-4189
7804	M74160.1_2030-2100	X02173.1_256-326
7805	AJ400848.1_26718-26788	X03126.1_364-434
7806	AB042809.1_5159-5089	X07922.1_12-85
7807	AJ296990.1_141-209	M68929.1_186481-186410
7808	M10217.1_7394-7325	U18089.1_221-293
7809	AL161496.2_172002-171930	AE005245.1_4818-4747
7810	X14848.1_3684-3752	M20964.1_1-88
7811	V00680.1_447-380	J01390.1_6861-6932
7812	X00229.1_1945-2016	AF487242.1_558-475
7813	M10217.1_9038-9106	X54408.1_1-73
7814	X05915.1_238-170	J01435.1_264-194
7815	X13975.1_858-928	X52392.1_1228-1297
7816	M28270.1_1-73	AF314016.1_506-436
7817	M68929.1_50694-50622	AC007298.17_145366-145295
7818	J01390.1_12417-12498	X00764.1_173-244
7819	D85289.1_587-657	X99772.1_5062-5131
7820	AJ243756.1_1-71	AE003538.3_103715-103786
7821	V00654.1_12038-12108	X16886.1_458-387
7822	U32309.1_158-89	X12631.1_1570-1639
7823	X12631.1_11945-12013	AB013373.1_3754-3825
7824	M57698.1_294-367	AE005245.1_5142-5071
7825	AC002341.3_6810-6881	X54421.1_15747-15819
7826	X51551.1_101-172	X04161.1_733-803
7827	AC092686.3_29631-29561	K02232.1_1-72
7828	X59563.1_1377-1449	L07095.1_4950-5016
7829	L07095.1_5327-5261	AB031211.1_8065-8137
7830	X15240.1_604-676	J04815.1_1371-1301
7831	AE005611.1_1749-1821	X03925.1_1-72
7832	U50045.1_216-145	X12890.1_1972-2045
7833	AC068900.3_7333-7404	U24159.1_431-359
7834	X03240.1_1267-1333	X12631.1_1795-1866
7835	X04465.1_90332-90261	J04815.1_1812-1884
7836	U22383.1_8197-8124	L36887.1_650-721
7837	X03715.1_667-740	K00242.1_1-75
7838	M25321.1_113-184	X15768.1_134-207
7839	K03079.1_135-206	J00881.1_210-282
7840	M20945.1_1-72	X61066.1_339-412
7841	AC084429.5_20418-20485	AF347015.1_1604-1672
7842	X16643.1_820-900	X13824.1_2-83
7843	X04779.1_1-73	AB031213.1_2678-2748
7844	M22656.1_459-528	M86494.1_1026-1092
7845	V01556.1_306-238	X99772.1_11841-11913
7846	M19342.1_69-141	D12695.1_203-134
7847	M68929.1_186579-186500	M37162.1_1352-1420
7848	AB042809.1_7700-7764	M86493.1_1-68
7849	AB042240.3_15036-15107	AP000397.1_130445-130371
7850	AC084609.1_20256-20184	X04465.1_120306-120235
7851	X52392.1_6280-6355	M10217.1_11905-11973
7852	X16888.1_869-940	X07795.1_26-96
7853	J04815.1_2041-2109	L07095.1_5086-5018
7854	AY012114.1_954-1022	M86501.1_1-68
7855	X13704.1_1807-1880	X16886.1_923-857
7856	M20969.1_1-74	M34508.1_318-404
7857	J01390.1_6367-6447	D31785.1_832-903
7858	U47458.1_87-21	M86497.1_1020-1086
7859	J04815.1_1231-1299	X54421.1_14394-14476
7860	AJ271079.2_19772-19686	AL356957.27_121645-121572
7861	U67528.1_1042-969	AF396436.1_528-448
7862	X54421.1_14314-14385	D85268.1_459-527
7863	M91385.1_1291-1381	D10744.1_389-471
7864	X15059.1_507-589	D00552.1_73-146
7865	X52969.1_525-607	X05914.1_238-306
7866	AL596271.1_1843-1770	M20958.1_1-80
7867	M16863.1_456-385	AF467991.1_42-125
7868	X57045.1_288-359	X59562.1_71-144
7869	X14821.1_1-72	AF008220.1_5322-5394
7870	AL021918.1_54817-54736	X16750.1_2-74
7871	AL590385.23_26487-26416	AE008996.1_2003-1920
7872	AP000989.1_73279-73354	X13246.1_151-233
7873	M18050.1_273-344	AL132798.2_14445-14516
7874	AB042240.3_84552-84472	M10217.1_11492-11561
7875	U67517.1_7202-7276	X15613.1_1106-1175
7876	V00158.1_276-361	X04761.1_963-892
7877	AF185056.1_845-774	X12631.1_1207-1274
7878	M22655.1_587-657	X14848.1_3824-3891
7879	X66594.1_1984-2065	X07375.1_305-376
7880	M32222.1_3110-3183	X00446.1_283-210
7881	Z71311.1_286-214	J04815.1_3159-3231
7882	X04465.1_29596-29669	J04502.1_2903-2830
7883	M22010.1_3034-3106	X16763.1_1-89
7884	X61063.1_119-188	J04815.1_1662-1729
7885	X52392.1_9016-9083	S64977.1_800-870
7886	M20942.1_1-73	M16909.1_81-161
7887	AE004386.1_8370-8441	M16479.1_42-123
7888	X55026.1_20537-20608	Z11880.1_124-195
7889	AE004866.1_8982-8910	AL021808.2_65570-65498
7890	X55339.1_30-104	X70810.2_2089-2011
7891	M31489.1_112-183	X13558.1_186-115
7892	X59582.1_477-558	M26977.1_557-628
7893	AJ428514.1_11535-11602	M21373.1_208-280
7894	X62566.1_248-320	AC009461.5_128651-128579
7895	X55342.1_30-101	J01390.1_6761-6842
7896	AJ400848.1_45575-45503	M16333.1_1-74
7897	X60981.1_3898-3969	AF314018.1_1820-1748
7898	AF074839.1_52-124	AF491005.1_5436-5355
7899	AF347015.1_5892-5827	D10368.1_1439-1508
7900	J00642.1_462-533	AE000965.1_156-85
7901	L28677.1_8809-8880	D17540.1_1-73
7902	AF166114.1_53704-53775	Y00125.1_116-196
7903	U33007.1_60769-60697	X03715.1_1086-1158
7904	AL662865.4_12206-12135	J01533.1_143-72
7905	X59571.1_319-390	D31785.1_12211-12283
7906	AF200843.1_1266-1331	X04160.1_116-188
7907	AJ400848.1_74-1	AC008443.10_38881-38809
7908	X55514.2_4416-4343	X93334.1_6942-7009
7909	X17660.1_1002-1069	M68929.1_17407-17480
7910	X52392.1_11128-11195	D10368.1_338-405
7911	X53649.1_160-231	AC018638.5_4694-4623
7912	AC024877.2_101525-101454	X00916.1_1018-1091
7913	J01390.1_6449-6519	X99772.1_9544-9611
7914	AF069749.1_1422-1494	Z74072.1_3173-3245
7915	X02167.1_345-416	M91385.1_1205-1276
7916	X16886.1_1355-1286	M81884.1_41401-41330
7917	X02173.1_522-593	AB035923.1_6106-6178
7918	X00360.1_1-73	X06428.1_229-300
7919	AF164586.1_93-158	X55514.2_4047-4119
7920	X70810.2_102843-102771	M22657.1_587-656
7921	L07095.1_2676-2750	J01390.1_12177-12258
7922	X99772.1_7842-7915	M16863.1_21-94
7923	X04465.1_48845-48932	M86497.1_1-66
7924	X57046.1_121-203	X70810.2_31388-31317
7925	AB031211.1_7799-7884	M15347.1_1040-968
7926	AF008220.1_6334-6422	AE008874.1_15640-15730
7927	AE003437.3_282636-282708	X15901.1_44438-44524
7928	X99256.1_11558-11626	L36889.1_130-201
7929	X07925.1_53-125	X17616.1_380-293
7930	X13823.1_142-214	X14822.1_1-73
7931	X12631.1_2088-2158	AE008747.1_6317-6401
7932	X15245.1_236-309	X03126.1_162-234
7933	K00368.1_1-82	X05394.1_803-733
7934	U67537.1_160-234	X12631.1_1567-1497
7935	M68929.1_1540-1461	X12889.1_644-572
7936	AF382005.1_581-651	AF008220.1_6172-6245
7937	M16869.1_80-166	AF034440.1_1115-1181
7938	M93388.1_1318-1384	M86501.1_1024-1090
7939	M37162.1_1211-1282	X12631.1_1347-1277
7940	J01470.1_315-386	X14485.1_2-72
7941	AC008670.6_83597-83665	X69067.1_6022-6086
7942	X15901.1_105074-105153	L07095.1_15292-15358
7943	M68929.1_15170-15243	D16387.1_276-206
7944	M10217.1_5910-5978	AF186372.1_596-669
7945	X03715.1_288-361	AF382013.1_10403-10467
7946	AY017179.1_1528-1601	D12694.1_2745-2677
7947	M22563.1_71-141	AL355149.13_15278-15208
7948	AF158101.6_72456-72373	X02205.1_368-453
7949	V00334.1_358-430	AF008220.1_6713-6785
7950	X59566.1_318-390	AF076356.1_60-128
7951	L02941.1_716-643	X00239.1_111-183
7952	AF016404.1_2636-2555	AF449163.1_604-532
7953	J01390.1_11761-11831	X53443.1_135-206
7954	Y18934.1_3868-3797	M86499.1_1022-1088
7955	X13247.1_151-237	X59583.1_330-410
7956	M20968.1_1-73	X04821.1_1-73
7957	X12890.1_2055-2127	X16885.1_631-561
7958	X54300.1_105-177	AC005783.1_27398-27326
7959	X15118.1_1470-1542	X68198.1_9818-9745
7960	AC008443.10_9027-8955	M68929.1_41917-41989
7961	V00677.1_264-332	M57910.1_1028-963
7962	X02172.1_335-407	Z82044.1_16031-16103
7963	AF347015.1_5827-5762	L35909.1_103-174
7964	X55321.1_1-72	X16885.1_1019-953
7965	X61068.1_560-632	X52392.1_8258-8184
7966	J04815.1_11997-12064	X03924.1_848-782
7967	X12631.1_939-1009	AF008220.1_7169-7240
7968	J01395.1_2878-2951	AL031229.2_40502-40430
7969	X05693.1_1054-1126	X52070.1_699-771
7970	M86498.1_1026-1092	AL132988.4_95773-95841
7971	X15613.1_1813-1875	X15613.1_59-121
7972	X61068.1_760-831	AF490529.1_2769-2701
7973	X05914.1_400-337	AB042432.1_6942-7011
7974	J01404.1_5140-5204	J01436.1_1456-1522
7975	Y10943.1_948-1016	J01395.1_3006-3078
7976	X02205.1_471-542	D85272.1_587-657
7977	K02322.1_59-130	K00570.1_851-921
7978	AF200843.1_3014-3079	AF381996.1_4265-4333
7979	J01435.1_4494-4561	V00676.1_400-335
7980	AF490529.1_11834-11766	J01390.1_12505-12576
7981	X03126.1_244-324	X55514.2_4027-3957
7982	AC009323.4_12825-12742	AE003556.3_16759-16677
7983	X03154.1_723-795	AC009323.4_14362-14281
7984	U67538.1_10143-10207	K01727.1_129-57
7985	X70810.2_102679-102606	X17661.1_419-487
7986	L36887.1_535-616	X99772.1_11702-11770
7987	D38115.1_11583-11651	X12631.1_7349-7415
7988	X01738.1_122-190	M22764.1_167-240
7989	M20951.1_1-71	X61068.1_1060-1145
7990	X52392.1_5025-5096	AE008788.1_15048-14962
7991	X03715.1_171-243	X52392.1_3967-4040
7992	X02173.1_54-135	AC008670.6_83725-83795
7993	X07125.1_118-191	X15901.1_99287-99217
7994	X17113.1_351-433	Z00044.1_68888-68815
7995	X13485.1_5-77	M16839.1_41-111
7996	D16387.1_11397-11328	X73425.1_2369-2440
7997	M18744.1_76-164	K01637.1_819-890
7998	M68929.1_163972-163902	X03499.1_37-110
7999	AC008443.10_8240-8321	AE004237.1_2976-2903
8000	X16758.1_1-74	K00369.1_1-82
8001	AC006635.2_21711-21640	AE005611.1_1614-1687
8002	M68929.1_20078-20150	X12977.1_94-167
8003	X55523.1_17-90	AF125213.1_1282-1213
8004	AJ271079.2_59828-59899	X62453.1_1-74
8005	M26978.1_907-980	D31785.1_714-785
8006	D89936.1_1231-1150	M26978.1_1092-1174
8007	X99772.1_5441-5375	M16450.1_308-380
8008	AF346999.1_4402-4331	X58792.1_174-245
8009	AB027572.1_4261-4342	X01017.1_487-417
8010	X12631.1_1775-1706	M86495.1_1026-1092
8011	J04815.1_1-73	X61067.1_133-205
8012	AC002512.1_77401-77473	AF052653.1_130-203
8013	AJ400848.1_50859-50931	U51030.1_22201-22130
8014	X16886.1_1215-1285	X02168.1_63-135
8015	X80245.1_11535-11604	X55514.2_3696-3624
8016	X66439.1_1-73	K01749.1_2878-2958
8017	AF037042.2_2935-2864	AE006696.1_291-218
8018	Z49705.1_23030-22957	X70810.2_30807-30878
8019	V00676.1_92-159	X55514.2_4187-4119
8020	AP002983.1_63669-63596	X12631.1_1937-1868
8021	K02974.1_529-600	X74126.1_2430-2501
8022	X61068.1_1281-1353	M68929.1_49940-50012
8023	X70810.2_100844-100773	Z73326.1_1146-1075
8024	K00205.1_1-72	M68929.1_164824-164907
8025	AL671879.2_100356-100285	M20948.1_1-71
8026	M22656.1_587-656	X16885.1_811-882
8027	L36887.1_3769-3839	U18917.1_50408-50336
8028	AF158101.6_72364-72294	AL162971.1_11752-11825
8029	X15090.1_41-114	K00281.1_1-72
8030	M10217.1_9797-9871	X52392.1_16775-16708
8031	AF490529.1_3010-2943	X70810.2_30968-31041
8032	X00083.1_99-171	X00704.1_131-202
8033	M10671.1_1-72	M13046.1_2222-2289
8034	X04163.1_219-289	AE005196.1_3290-3363
8035	AL163195.5_3702-3774	X04377.1_307-380
8036	AF158101.6_72530-72458	X57045.1_606-678
8037	AC004941.2_32735-32806	M17129.1_151-222
8038	AE008762.1_276-203	X04512.1_2563-2632
8039	U25144.1_1062-991	X05226.1_35-116
8040	K00287.1_1-73	X02217.1_416-488
8041	Z71616.1_3983-4056	J01390.1_11933-12004
8042	AE003471.3_169154-169225	AJ400848.1_29178-29105
8043	AC067849.6_4771-4840	M86493.1_1025-1091
8044	X54552.1_66-137	M68929.1_36559-36632
8045	X53649.1_495-566	AL138651.1_64525-64597
8046	M91385.1_1046-1118	X17658.1_140-72
8047	AF108356.1_1-74	V00678.1_193-264
8048	X16767.1_1-73	X52392.1_16039-16107
8049	X66438.1_1-72	X03715.1_926-998
8050	AF490528.1_1519-1448	AE008839.1_18078-18008
8051	M22010.1_2934-3006	L36895.1_3467-3537
8052	M86495.1_1-68	X00432.1_665-732
8053	D85275.1_459-527	M86499.1_1-68
8054	AF200837.1_5597-5661	X14848.1_1-67
8055	AF164586.1_1190-1126	AB049357.1_1-68
8056	K00174.1_1-68	M25321.1_478-410
8057	X02167.1_268-340	V00711.1_3842-3772
8058	U46121.1_66-138	M16863.1_577-660
8059	X14110.1_261-348	D38114.1_11560-11628
8060	K00462.1_57-128	AE005128.1_6659-6734
8061	J01390.1_6035-6106	AF347001.1_16015-15948
8062	J01390.1_11859-11931	D00559.1_56-142
8063	D85289.1_459-527	X12631.1_1-73
8064	Z98744.2_66305-66234	Z99104.2_95646-95728
8065	X16887.1_553-487	M10217.1_7154-7086
8066	L29771.1_1004-1071	X59573.1_314-396
8067	L00194.1_685-756	AE008727.1_5966-5885
8068	AF493541.1_2418-2346	X04465.1_112638-112565
8069	M89651.1_39808-39722	U67517.1_7511-7582
8070	M81755.1_6-77	X62800.1_3583-3669
8071	X03016.1_3583-3669	X00706.1_129-200
8072	V00160.1_1137-1054	AE003624.2_69897-69824
8073	AE005414.1_2595-2512	M20954.1_1-74
8074	X07462.1_14-87	X61068.1_1189-1262
8075	X07924.1_110-197	M20972.1_1-72
8076	M11464.1_1-72	X03715.1_481-553
8077	X61068.1_651-734	X00892.1_1-74
8078	M22650.1_459-527	V01556.1_1456-1523
8079	X16885.1_950-882	X52392.1_6573-6508
8080	D12694.1_2607-2676	AB049357.1_11673-11743
8081	M68929.1_79613-79540	AF217350.1_193-122
8082	X16746.1_1-72	X04815.1_1-81
8083	M20947.1_1-74	M68929.1_174348-174275
8084	J00309.1_356-427	X60981.1_3182-3253
8085	X15508.1_140-211	AF160864.1_20552-20480
8086	AC099014.1_146549-146620	X03715.1_589-662
8087	AF142677.4_47404-47332	D16387.1_11909-11838
8088	K02528.1_1-74	X03715.1_388-461
8089	AF071855.1_254-326	X03602.1_660-731
8090	AJ271079.2_114727-114656	M23363.1_611-683
8091	AB013372.1_8-81	X16888.1_864-793
8092	M86496.1_1-68	X01676.1_804-877
8093	L23320.1_77-10	AJ428514.1_9797-9864
8094	K00354.1_1-74	X03676.1_445-516
8095	AL590385.23_26129-26058	X03848.1_3091-3164
8096	V00654.1_11907-11976	X02893.1_57-130
8097	X66443.1_1-72	AE005629.1_7274-7346
8098	U18916.2_60498-60427	AE004843.1_4972-4900
8099	X52392.1_6430-6362	X03924.1_500-567
8100	X02173.1_152-223	M55314.1_21-92
8101	X55033.1_412-483	AF233324.1_37223-37296
8102	M10217.1_13781-13846	AB042240.3_36390-36319
8103	X16885.1_779-708	X16888.1_255-184
8104	AJ428514.1_3834-3899	M10217.1_17388-17457
8105	AF142677.4_47045-46960	AF047724.1_711-640
8106	X86563.2_66129-66056	AL021918.1_81116-81197
8107	AF008220.1_6888-6961	X04561.1_1-72
8108	AC084571.1_17976-18047	AE005546.1_4076-3993
8109	X61068.1_961-1034	J04815.1_7401-7469
8110	X70810.2_102754-102683	AP003004.2_222291-222372
8111	AJ011807.1_2601-2531	X16401.1_1-69
8112	U67492.1_3051-3122	AF004309.1_87-160
8113	X02205.1_562-633	AF134583.1_1599-1666
8114	X86563.2_119998-119925	J04815.1_10228-10159
8115	D16387.1_11325-11257	X16888.1_178-111
8116	AF349769.2_1315-1395	U15659.1_246-176
8117	X51471.1_6754-6681	J01399.1_2867-2939
8118	AF041468.1_40566-40494	M68929.1_165481-165397
8119	M58320.1_108-194	AJ012132.1_54-126
8120	D00547.1_329-401	X05395.1_122-195
8121	AP000423.1_76-4	AL590385.23_27782-27864
8122	X56506.1_61-144	X14848.1_2654-2728
8123	X70810.2_60996-61067	X04465.1_36643-36562
8124	AF067200.1_16-89	AC009395.7_99012-98941
8125	V00654.1_4197-4265	X61067.1_232-303
8126	AJ404228.1_1559-1631	M20966.1_1-88
8127	D00548.1_191-271	X15917.1_6364-6435
8128	X12857.1_421-494	AF134583.1_1816-1744
8129	AB042240.3_6758-6687	AC008345.4_147881-147810
8130	X01016.1_450-523	X15246.1_271-344
8131	AC008443.10_43006-42934	X65556.1_351-423
8132	D31785.1_14571-14644	J01390.1_12100-12172
8133	Z74797.1_2502-2432	X72895.1_1-72
8134	AE008809.1_3263-3335	X05395.1_365-438
8135	M68929.1_182805-182734	M26928.1_1266-1194
8136	X12631.1_1426-1497	M68929.1_48611-48684
8137	X16759.1_1-73	X52392.1_5172-5240
8138	Z82044.1_16317-16387	AB042240.3_82974-82901
8139	X03715.1_1004-1077	Y00163.1_254-326
8140	M20949.1_1-72	X52070.1_777-849
8141	X04465.1_57877-57950	X57046.1_341-271
8142	X12631.1_8405-8475	X12631.1_2020-2087
8143	X07377.1_52-124	M24578.1_1373-1445
8144	AF008220.1_7053-7140	AC021639.5_181586-181505
8145	M37162.1_1557-1488	M20960.1_1-74
8146	X00432.1_532-596	X12631.1_3132-3200
8147	M10217.1_16246-16178	J01390.1_13362-13432
8148	AE003677.3_170128-170056	AB066098.1_1687-1760
8149	X53444.1_72-144	AC084153.1_28467-28538
8150	K01390.1_620-691	AE000043.2_9006-8935
8151	J01390.1_12336-12408	X15768.1_211-283
8152	AF008220.1_6251-6324	K00144.1_1-72
8153	J01390.1_6234-6306	AE008868.1_12130-12057
8154	AF100664.1_6440-6512	AF127584.1_98-171
8155	K00202.1_1-71	X12975.1_234-306
8156	U32694.1_2454-2526	X12977.1_475-548
8157	Z75101.1_9634-9705	X53392.1_97-170
8158	Z11874.1_40212-40285	AP000442.6_2022-1950
8159	X02205.1_668-740	AL352978.6_119697-119770
8160	AP000397.1_130600-130527	M86498.1_1-69
8161	AF200830.1_9887-9951	M86500.1_1-68
8162	X03154.1_801-875	X16752.1_1-74
8163	X03240.1_1388-1326	X00432.1_816-751
8164	Z54587.1_126-45	M10217.1_2136-2204
8165	X00916.1_933-1007	X00916.1_823-889
8166	X66520.1_7-88	K03317.1_4-76
8167	M68929.1_172005-172075	AC009323.4_37955-37874
8168	X16886.1_781-711	X03240.1_1-65
8169	K00228.1_1-82	D11467.1_6989-6916
8170	AF008220.1_5629-5712	AE005470.1_8444-8372
8171	AB017063.1_58819-58900	X14848.1_3820-3750
8172	X61065.1_77-164	AF008220.1_6443-6516
8173	M10217.1_4724-4798	X05394.1_580-653
8174	X02173.1_718-802	AL589879.21_171955-172027
8175	X03154.1_110-183	AC093311.2_140036-139968
8176	AC018907.5_9587-9517	L13782.1_442-515
8177	X14835.1_6927-7002	X16754.1_1-86
8178	AF026213.1_13358-13277	AF070678.1_91-163
8179	AC006449.19_196857-196784	AF493542.1_2517-2451
8180	X15245.1_588-660	AJ400848.1_34280-34188
8181	AL133551.13_12355-12436	AF234285.1_261-333
8182	X99772.1_5276-5204	AB031213.1_2203-2276
8183	AF493541.1_7070-7138	AF200837.1_6039-6103
8184	X61064.1_63-135	K00235.1_1-85
8185	X15602.1_102-172	J04815.1_1026-1098
8186	Z11880.1_281-353	AE005414.1_2810-2738
8187	D13102.1_342-269	X51824.1_381-453
8188	X55319.1_1-74	AE008893.1_17175-17247
8189	X86563.2_48153-48081	X01647.1_2451-2378
8190	X12977.1_221-293	X66440.1_1-74
8191	AJ270287.1_567-495	M68929.1_152677-152605
8192	V00676.1_23-88	M10217.1_5770-5840
8193	D12695.1_368-304	M57527.1_1-70
8194	AE000043.2_8839-8769	AF493542.1_6654-6722
8195	AF047723.1_4036-4107	AB031215.1_9125-9195
8196	J04815.1_952-1020	X16886.1_999-1070
8197	X03924.1_17-83	AB042524.1_9391-9458
8198	X15901.1_15784-15867	D12695.1_435-369
8199	K01981.1_82-168	X07380.1_111-198
8200	AF346998.1_4403-4470	AE008837.1_3449-3522
8201	X00181.1_495-582	X03715.1_779-868
8202	V00158.1_694-623	AL391016.1_2459-2530
8203	X51398.1_2-75	M68929.1_32684-32756
8204	M26978.1_994-1068	M18050.1_352-424
8205	M22010.1_3113-3185	AF158101.6_72033-71960
8206	X05071.1_204-288	X66414.1_9-82
8207	U67528.1_1221-1293	X06054.1_711-637
8208	M68929.1_39446-39374	X05295.1_313-226
8209	X03154.1_608-697	AE008857.1_222-150
8210	M21542.1_51-134	X03154.1_401-474
8211	X61674.1_1095-1008	AF105125.1_104-176
8212	AF091512.1_37281-37352	AE009855.1_3683-3767
8213	X56005.1_1-73	X61067.1_334-415
8214	AE008710.1_84-156	X60981.1_3446-3518
8215	X61068.1_880-953	AF401668.1_481-552
8216	X15245.1_160-231	AC024995.8_165717-165798
8217	X67736.1_4837-4923	X16745.1_1-74
8218	AL023288.2_21768-21839	AB003409.1_96-167
8219	K00277.1_1-73	K02003.1_1-74
8220	J01373.1_73-144	X03016.1_4539-4610
8221	M16897.1_160-88	AJ400848.1_29803-29731
8222	Y00430.1_2429-2358	X57593.1_241-312
8223	AE003494.3_240865-240793	X16643.1_1078-1151
8224	AC005329.1_7043-6971	M26977.1_635-708
8225	X63088.1_299-371	X02172.1_74-145
8226	X61061.1_74-147	Z28209.1_4569-4498
8227	M35060.1_1-72	K00344.1_1-73
8228	AF008220.1_6620-6692	X04465.1_64788-64715
8229	L36887.1_4635-4707	M20959.1_1-72
8230	AF041468.1_43811-43739	X01120.1_76-149
8231	L36887.1_1748-1820	AJ002222.1_720-791
8232	AB035922.1_6128-6200	X51423.1_1802-1874
8233	AF008220.1_5997-6070	J01440.1_394-465
8234	X54300.1_29-102	K02456.1_141-212
8235	AF047724.1_439-367	AF083212.1_212-284
8236	M58306.1_1-72	AL009179.1_106037-106108
8237	AE005466.1_5965-6036	AE005497.1_10137-10064
8238	D17791.1_52-123	Z11884.1_254-326
8239	AC008443.10_42590-42518	AB067577.1_1615-1688
8240	J01390.1_12259-12330	D11467.1_1-72
8241	X07950.1_1-81	AJ223323.1_613-684
8242	D00547.1_242-315	AP000063.1_59179-59095
8243	X02584.1_1-77	X61068.1_1364-1437
8244	AE005245.1_5337-5264	M87833.1_2781-2865
8245	AF008220.1_5430-5502	Z74387.1_1846-1765
8246	M26978.1_1192-1264	X15246.1_425-492
8247	AC009323.4_42522-42441	X01017.1_116-189
8248	D00558.1_58-130	AJ011900.1_63-136
8249	K01941.1_217-303	AE008848.1_725-797
8250	M87833.1_353-437	M16907.1_208-137
8251	J04815.1_1966-2036	X13888.1_63-151
8252	J01390.1_6161-6231	M68929.1_166107-166035
8253	V01272.1_2790-2861	M26096.1_1-72
8254	X13975.1_2575-2637	D85271.1_587-657
8255	X05914.1_238-170	AB009835.1_1-71
8256	AE009773.1_7700-7629	M16864.1_642-714
8257	AE008799.1_19388-19461	L00194.1_554-627
8258	K00434.1_154-84	X16765.1_1-73
8259	D10743.1_4-73	K01553.1_1-73
8260	AL590457.2_15409-15481	AF217350.1_265-194
8261	X04465.1_38367-38438	X14698.1_250-321
8262	X53649.1_604-676	V00238.1_262-333
8263	M10217.1_5909-5841	M17309.1_99-171
8264	M22010.1_2624-2705	AE005234.1_8154-8227
8265	K01921.1_234-307	M19493.1_263-336
8266	X02710.1_1-73	J04815.1_1592-1523
8267	X16885.1_1030-1101	AF340025.1_630-698
8268	X02205.1_746-816	AP002983.1_121-48
8269	X02167.1_179-251	D00554.1_73-143
8270	D13107.1_530-459	X14848.1_5139-5066
8271	J01390.1_6669-6740	Z99104.2_165829-165901
8272	AF490528.1_4630-4697	AJ400907.1_3795-3861
8273	X52392.1_5172-5102	AF269787.1_2464-2393
8274	M10217.1_7015-7083	D10744.1_201-272
8275	AE008731.1_705-777	M16912.1_86-157
8276	X57045.1_503-432	AE000043.2_9216-9133
8277	J04815.1_1380-1448	U39708.1_2300-2229
8278	D00550.1_152-232	M68929.1_79397-79315
8279	X02172.1_155-228	M81884.1_42594-42515
8280	X07778.1_115-45	X16748.1_1-73
8281	X81069.1_365-436	M68929.1_151018-150946
